,REF_DATE,GEO,Sex,Age group,UOM,VALUE
13648,2016-01-01,"Edmonton, Alberta",Both sexes,40 to 44 years,Persons,92948.0
13649,2016-01-01,"Edmonton, Alberta",Both sexes,45 to 49 years,Persons,87233.0
13650,2016-01-01,"Edmonton, Alberta",Both sexes,50 to 54 years,Persons,91735.0
13651,2016-01-01,"Edmonton, Alberta",Both sexes,55 to 59 years,Persons,88610.0
13652,2016-01-01,"Edmonton, Alberta",Both sexes,60 to 64 years,Persons,73266.0
13653,2016-01-01,"Edmonton, Alberta",Both sexes,65 to 69 years,Persons,56194.0
13654,2016-01-01,"Edmonton, Alberta",Both sexes,70 to 74 years,Persons,37810.0
13655,2016-01-01,"Edmonton, Alberta",Both sexes,75 to 79 years,Persons,27460.0
13716,2016-01-01,"Vancouver, British Columbia",Both sexes,20 to 24 years,Persons,184133.0
13717,2016-01-01,"Vancouver, British Columbia",Both sexes,25 to 29 years,Persons,200902.0
13718,2016-01-01,"Vancouver, British Columbia",Both sexes,30 to 34 years,Persons,199826.0
13719,2016-01-01,"Vancouver, British Columbia",Both sexes,35 to 39 years,Persons,180149.0
13720,2016-01-01,"Vancouver, British Columbia",Both sexes,40 to 44 years,Persons,177461.0
13721,2016-01-01,"Vancouver, British Columbia",Both sexes,45 to 49 years,Persons,195454.0
13722,2016-01-01,"Vancouver, British Columbia",Both sexes,50 to 54 years,Persons,201286.0
13723,2016-01-01,"Vancouver, British Columbia",Both sexes,55 to 59 years,Persons,183800.0
13724,2016-01-01,"Vancouver, British Columbia",Both sexes,60 to 64 years,Persons,155942.0
13725,2016-01-01,"Vancouver, British Columbia",Both sexes,65 to 69 years,Persons,131295.0
13726,2016-01-01,"Vancouver, British Columbia",Both sexes,70 to 74 years,Persons,89541.0
13727,2016-01-01,"Vancouver, British Columbia",Both sexes,75 to 79 years,Persons,65362.0
14004,2017-01-01,"Montréal, Quebec",Both sexes,20 to 24 years,Persons,280582.0
14005,2017-01-01,"Montréal, Quebec",Both sexes,25 to 29 years,Persons,295341.0
14006,2017-01-01,"Montréal, Quebec",Both sexes,30 to 34 years,Persons,289742.0
14007,2017-01-01,"Montréal, Quebec",Both sexes,35 to 39 years,Persons,308926.0
14008,2017-01-01,"Montréal, Quebec",Both sexes,40 to 44 years,Persons,291442.0
14009,2017-01-01,"Montréal, Quebec",Both sexes,45 to 49 years,Persons,283174.0
14010,2017-01-01,"Montréal, Quebec",Both sexes,50 to 54 years,Persons,305135.0
14011,2017-01-01,"Montréal, Quebec",Both sexes,55 to 59 years,Persons,297098.0
14012,2017-01-01,"Montréal, Quebec",Both sexes,60 to 64 years,Persons,252760.0
14013,2017-01-01,"Montréal, Quebec",Both sexes,65 to 69 years,Persons,210341.0
14014,2017-01-01,"Montréal, Quebec",Both sexes,70 to 74 years,Persons,170464.0
14015,2017-01-01,"Montréal, Quebec",Both sexes,75 to 79 years,Persons,120968.0
14076,2017-01-01,"Toronto, Ontario",Both sexes,20 to 24 years,Persons,451545.0
14077,2017-01-01,"Toronto, Ontario",Both sexes,25 to 29 years,Persons,472863.0
14078,2017-01-01,"Toronto, Ontario",Both sexes,30 to 34 years,Persons,461226.0
14079,2017-01-01,"Toronto, Ontario",Both sexes,35 to 39 years,Persons,438398.0
14080,2017-01-01,"Toronto, Ontario",Both sexes,40 to 44 years,Persons,429069.0
14081,2017-01-01,"Toronto, Ontario",Both sexes,45 to 49 years,Persons,448522.0
14082,2017-01-01,"Toronto, Ontario",Both sexes,50 to 54 years,Persons,464408.0
14083,2017-01-01,"Toronto, Ontario",Both sexes,55 to 59 years,Persons,423916.0
14084,2017-01-01,"Toronto, Ontario",Both sexes,60 to 64 years,Persons,349205.0
14085,2017-01-01,"Toronto, Ontario",Both sexes,65 to 69 years,Persons,285578.0
14086,2017-01-01,"Toronto, Ontario",Both sexes,70 to 74 years,Persons,215759.0
14087,2017-01-01,"Toronto, Ontario",Both sexes,75 to 79 years,Persons,156587.0
14472,2017-01-01,"Calgary, Alberta",Both sexes,20 to 24 years,Persons,91465.0
14473,2017-01-01,"Calgary, Alberta",Both sexes,25 to 29 years,Persons,115388.0
14474,2017-01-01,"Calgary, Alberta",Both sexes,30 to 34 years,Persons,129550.0
14475,2017-01-01,"Calgary, Alberta",Both sexes,35 to 39 years,Persons,122698.0
14476,2017-01-01,"Calgary, Alberta",Both sexes,40 to 44 years,Persons,110662.0
14477,2017-01-01,"Calgary, Alberta",Both sexes,45 to 49 years,Persons,103298.0
14478,2017-01-01,"Calgary, Alberta",Both sexes,50 to 54 years,Persons,97533.0
14479,2017-01-01,"Calgary, Alberta",Both sexes,55 to 59 years,Persons,94907.0
14480,2017-01-01,"Calgary, Alberta",Both sexes,60 to 64 years,Persons,79162.0
14481,2017-01-01,"Calgary, Alberta",Both sexes,65 to 69 years,Persons,57577.0
14482,2017-01-01,"Calgary, Alberta",Both sexes,70 to 74 years,Persons,39692.0
14483,2017-01-01,"Calgary, Alberta",Both sexes,75 to 79 years,Persons,26203.0
14508,2017-01-01,"Edmonton, Alberta",Both sexes,20 to 24 years,Persons,97145.0
14509,2017-01-01,"Edmonton, Alberta",Both sexes,25 to 29 years,Persons,117690.0
14510,2017-01-01,"Edmonton, Alberta",Both sexes,30 to 34 years,Persons,122154.0
14511,2017-01-01,"Edmonton, Alberta",Both sexes,35 to 39 years,Persons,110363.0
14512,2017-01-01,"Edmonton, Alberta",Both sexes,40 to 44 years,Persons,95661.0
14513,2017-01-01,"Edmonton, Alberta",Both sexes,45 to 49 years,Persons,88273.0
14514,2017-01-01,"Edmonton, Alberta",Both sexes,50 to 54 years,Persons,89929.0
14515,2017-01-01,"Edmonton, Alberta",Both sexes,55 to 59 years,Persons,90054.0
14516,2017-01-01,"Edmonton, Alberta",Both sexes,60 to 64 years,Persons,76799.0
14517,2017-01-01,"Edmonton, Alberta",Both sexes,65 to 69 years,Persons,58040.0
14518,2017-01-01,"Edmonton, Alberta",Both sexes,70 to 74 years,Persons,41281.0
14519,2017-01-01,"Edmonton, Alberta",Both sexes,75 to 79 years,Persons,28750.0
14580,2017-01-01,"Vancouver, British Columbia",Both sexes,20 to 24 years,Persons,186649.0
14581,2017-01-01,"Vancouver, British Columbia",Both sexes,25 to 29 years,Persons,204675.0
14582,2017-01-01,"Vancouver, British Columbia",Both sexes,30 to 34 years,Persons,203635.0
14583,2017-01-01,"Vancouver, British Columbia",Both sexes,35 to 39 years,Persons,186447.0
14584,2017-01-01,"Vancouver, British Columbia",Both sexes,40 to 44 years,Persons,176526.0
14585,2017-01-01,"Vancouver, British Columbia",Both sexes,45 to 49 years,Persons,193660.0
14586,2017-01-01,"Vancouver, British Columbia",Both sexes,50 to 54 years,Persons,197754.0
14587,2017-01-01,"Vancouver, British Columbia",Both sexes,55 to 59 years,Persons,186396.0
14588,2017-01-01,"Vancouver, British Columbia",Both sexes,60 to 64 years,Persons,160439.0
14589,2017-01-01,"Vancouver, British Columbia",Both sexes,65 to 69 years,Persons,133534.0
14590,2017-01-01,"Vancouver, British Columbia",Both sexes,70 to 74 years,Persons,97202.0
14591,2017-01-01,"Vancouver, British Columbia",Both sexes,75 to 79 years,Persons,67488.0
14868,2018-01-01,"Montréal, Quebec",Both sexes,20 to 24 years,Persons,278965.0
14869,2018-01-01,"Montréal, Quebec",Both sexes,25 to 29 years,Persons,306527.0
14870,2018-01-01,"Montréal, Quebec",Both sexes,30 to 34 years,Persons,293755.0
14871,2018-01-01,"Montréal, Quebec",Both sexes,35 to 39 years,Persons,314469.0
14872,2018-01-01,"Montréal, Quebec",Both sexes,40 to 44 years,Persons,300414.0
14873,2018-01-01,"Montréal, Quebec",Both sexes,45 to 49 years,Persons,283571.0
14874,2018-01-01,"Montréal, Quebec",Both sexes,50 to 54 years,Persons,298549.0
14875,2018-01-01,"Montréal, Quebec",Both sexes,55 to 59 years,Persons,300250.0
14876,2018-01-01,"Montréal, Quebec",Both sexes,60 to 64 years,Persons,260915.0
14877,2018-01-01,"Montréal, Quebec",Both sexes,65 to 69 years,Persons,213858.0
14878,2018-01-01,"Montréal, Quebec",Both sexes,70 to 74 years,Persons,178060.0
14879,2018-01-01,"Montréal, Quebec",Both sexes,75 to 79 years,Persons,126722.0
14940,2018-01-01,"Toronto, Ontario",Both sexes,20 to 24 years,Persons,468286.0
14941,2018-01-01,"Toronto, Ontario",Both sexes,25 to 29 years,Persons,493641.0
14942,2018-01-01,"Toronto, Ontario",Both sexes,30 to 34 years,Persons,476932.0
14943,2018-01-01,"Toronto, Ontario",Both sexes,35 to 39 years,Persons,451581.0
14944,2018-01-01,"Toronto, Ontario",Both sexes,40 to 44 years,Persons,429750.0
14945,2018-01-01,"Toronto, Ontario",Both sexes,45 to 49 years,Persons,444001.0
14946,2018-01-01,"Toronto, Ontario",Both sexes,50 to 54 years,Persons,456601.0
14947,2018-01-01,"Toronto, Ontario",Both sexes,55 to 59 years,Persons,435351.0
14948,2018-01-01,"Toronto, Ontario",Both sexes,60 to 64 years,Persons,361104.0
14949,2018-01-01,"Toronto, Ontario",Both sexes,65 to 69 years,Persons,290401.0
14950,2018-01-01,"Toronto, Ontario",Both sexes,70 to 74 years,Persons,230094.0
14951,2018-01-01,"Toronto, Ontario",Both sexes,75 to 79 years,Persons,162098.0
15336,2018-01-01,"Calgary, Alberta",Both sexes,20 to 24 years,Persons,91675.0
15337,2018-01-01,"Calgary, Alberta",Both sexes,25 to 29 years,Persons,114007.0
15338,2018-01-01,"Calgary, Alberta",Both sexes,30 to 34 years,Persons,129221.0
15339,2018-01-01,"Calgary, Alberta",Both sexes,35 to 39 years,Persons,126870.0
15340,2018-01-01,"Calgary, Alberta",Both sexes,40 to 44 years,Persons,113021.0
15341,2018-01-01,"Calgary, Alberta",Both sexes,45 to 49 years,Persons,105278.0
15342,2018-01-01,"Calgary, Alberta",Both sexes,50 to 54 years,Persons,96390.0
15343,2018-01-01,"Calgary, Alberta",Both sexes,55 to 59 years,Persons,95984.0
15344,2018-01-01,"Calgary, Alberta",Both sexes,60 to 64 years,Persons,83014.0
15345,2018-01-01,"Calgary, Alberta",Both sexes,65 to 69 years,Persons,60540.0
15346,2018-01-01,"Calgary, Alberta",Both sexes,70 to 74 years,Persons,43487.0
15347,2018-01-01,"Calgary, Alberta",Both sexes,75 to 79 years,Persons,27988.0
15372,2018-01-01,"Edmonton, Alberta",Both sexes,20 to 24 years,Persons,96792.0
15373,2018-01-01,"Edmonton, Alberta",Both sexes,25 to 29 years,Persons,117277.0
15374,2018-01-01,"Edmonton, Alberta",Both sexes,30 to 34 years,Persons,123278.0
15375,2018-01-01,"Edmonton, Alberta",Both sexes,35 to 39 years,Persons,114540.0
15376,2018-01-01,"Edmonton, Alberta",Both sexes,40 to 44 years,Persons,98804.0
15377,2018-01-01,"Edmonton, Alberta",Both sexes,45 to 49 years,Persons,89690.0
15378,2018-01-01,"Edmonton, Alberta",Both sexes,50 to 54 years,Persons,87713.0
15379,2018-01-01,"Edmonton, Alberta",Both sexes,55 to 59 years,Persons,91304.0
15380,2018-01-01,"Edmonton, Alberta",Both sexes,60 to 64 years,Persons,80168.0
15381,2018-01-01,"Edmonton, Alberta",Both sexes,65 to 69 years,Persons,60594.0
15382,2018-01-01,"Edmonton, Alberta",Both sexes,70 to 74 years,Persons,44476.0
15383,2018-01-01,"Edmonton, Alberta",Both sexes,75 to 79 years,Persons,30230.0
15444,2018-01-01,"Vancouver, British Columbia",Both sexes,20 to 24 years,Persons,192960.0
15445,2018-01-01,"Vancouver, British Columbia",Both sexes,25 to 29 years,Persons,209372.0
15446,2018-01-01,"Vancouver, British Columbia",Both sexes,30 to 34 years,Persons,208763.0
15447,2018-01-01,"Vancouver, British Columbia",Both sexes,35 to 39 years,Persons,193448.0
15448,2018-01-01,"Vancouver, British Columbia",Both sexes,40 to 44 years,Persons,176313.0
15449,2018-01-01,"Vancouver, British Columbia",Both sexes,45 to 49 years,Persons,189888.0
15450,2018-01-01,"Vancouver, British Columbia",Both sexes,50 to 54 years,Persons,193051.0
15451,2018-01-01,"Vancouver, British Columbia",Both sexes,55 to 59 years,Persons,189841.0
15452,2018-01-01,"Vancouver, British Columbia",Both sexes,60 to 64 years,Persons,165416.0
15453,2018-01-01,"Vancouver, British Columbia",Both sexes,65 to 69 years,Persons,135917.0
15454,2018-01-01,"Vancouver, British Columbia",Both sexes,70 to 74 years,Persons,104185.0
15455,2018-01-01,"Vancouver, British Columbia",Both sexes,75 to 79 years,Persons,70610.0
15732,2019-01-01,"Montréal, Quebec",Both sexes,20 to 24 years,Persons,280582.0
15733,2019-01-01,"Montréal, Quebec",Both sexes,25 to 29 years,Persons,314885.0
15734,2019-01-01,"Montréal, Quebec",Both sexes,30 to 34 years,Persons,298884.0
15735,2019-01-01,"Montréal, Quebec",Both sexes,35 to 39 years,Persons,318185.0
15736,2019-01-01,"Montréal, Quebec",Both sexes,40 to 44 years,Persons,308895.0
15737,2019-01-01,"Montréal, Quebec",Both sexes,45 to 49 years,Persons,285808.0
15738,2019-01-01,"Montréal, Quebec",Both sexes,50 to 54 years,Persons,292235.0
15739,2019-01-01,"Montréal, Quebec",Both sexes,55 to 59 years,Persons,302464.0
15740,2019-01-01,"Montréal, Quebec",Both sexes,60 to 64 years,Persons,268199.0
15741,2019-01-01,"Montréal, Quebec",Both sexes,65 to 69 years,Persons,219248.0
15742,2019-01-01,"Montréal, Quebec",Both sexes,70 to 74 years,Persons,184491.0
15743,2019-01-01,"Montréal, Quebec",Both sexes,75 to 79 years,Persons,132875.0
15804,2019-01-01,"Toronto, Ontario",Both sexes,20 to 24 years,Persons,480453.0
15805,2019-01-01,"Toronto, Ontario",Both sexes,25 to 29 years,Persons,510981.0
15806,2019-01-01,"Toronto, Ontario",Both sexes,30 to 34 years,Persons,499136.0
15807,2019-01-01,"Toronto, Ontario",Both sexes,35 to 39 years,Persons,467780.0
15808,2019-01-01,"Toronto, Ontario",Both sexes,40 to 44 years,Persons,433555.0
15809,2019-01-01,"Toronto, Ontario",Both sexes,45 to 49 years,Persons,440024.0
15810,2019-01-01,"Toronto, Ontario",Both sexes,50 to 54 years,Persons,449810.0
15811,2019-01-01,"Toronto, Ontario",Both sexes,55 to 59 years,Persons,446361.0
15812,2019-01-01,"Toronto, Ontario",Both sexes,60 to 64 years,Persons,372907.0
15813,2019-01-01,"Toronto, Ontario",Both sexes,65 to 69 years,Persons,298250.0
15814,2019-01-01,"Toronto, Ontario",Both sexes,70 to 74 years,Persons,243450.0
15815,2019-01-01,"Toronto, Ontario",Both sexes,75 to 79 years,Persons,168440.0
16200,2019-01-01,"Calgary, Alberta",Both sexes,20 to 24 years,Persons,93484.0
16201,2019-01-01,"Calgary, Alberta",Both sexes,25 to 29 years,Persons,112424.0
16202,2019-01-01,"Calgary, Alberta",Both sexes,30 to 34 years,Persons,129655.0
16203,2019-01-01,"Calgary, Alberta",Both sexes,35 to 39 years,Persons,131201.0
16204,2019-01-01,"Calgary, Alberta",Both sexes,40 to 44 years,Persons,116434.0
16205,2019-01-01,"Calgary, Alberta",Both sexes,45 to 49 years,Persons,107187.0
16206,2019-01-01,"Calgary, Alberta",Both sexes,50 to 54 years,Persons,96037.0
16207,2019-01-01,"Calgary, Alberta",Both sexes,55 to 59 years,Persons,97007.0
16208,2019-01-01,"Calgary, Alberta",Both sexes,60 to 64 years,Persons,86665.0
16209,2019-01-01,"Calgary, Alberta",Both sexes,65 to 69 years,Persons,64810.0
16210,2019-01-01,"Calgary, Alberta",Both sexes,70 to 74 years,Persons,47139.0
16211,2019-01-01,"Calgary, Alberta",Both sexes,75 to 79 years,Persons,30017.0
16236,2019-01-01,"Edmonton, Alberta",Both sexes,20 to 24 years,Persons,96497.0
16237,2019-01-01,"Edmonton, Alberta",Both sexes,25 to 29 years,Persons,116644.0
16238,2019-01-01,"Edmonton, Alberta",Both sexes,30 to 34 years,Persons,124811.0
16239,2019-01-01,"Edmonton, Alberta",Both sexes,35 to 39 years,Persons,118807.0
16240,2019-01-01,"Edmonton, Alberta",Both sexes,40 to 44 years,Persons,102603.0
16241,2019-01-01,"Edmonton, Alberta",Both sexes,45 to 49 years,Persons,91132.0
16242,2019-01-01,"Edmonton, Alberta",Both sexes,50 to 54 years,Persons,86352.0
16243,2019-01-01,"Edmonton, Alberta",Both sexes,55 to 59 years,Persons,92223.0
16244,2019-01-01,"Edmonton, Alberta",Both sexes,60 to 64 years,Persons,82770.0
16245,2019-01-01,"Edmonton, Alberta",Both sexes,65 to 69 years,Persons,64450.0
16246,2019-01-01,"Edmonton, Alberta",Both sexes,70 to 74 years,Persons,47737.0
16247,2019-01-01,"Edmonton, Alberta",Both sexes,75 to 79 years,Persons,31821.0
16308,2019-01-01,"Vancouver, British Columbia",Both sexes,20 to 24 years,Persons,201243.0
16309,2019-01-01,"Vancouver, British Columbia",Both sexes,25 to 29 years,Persons,214511.0
16310,2019-01-01,"Vancouver, British Columbia",Both sexes,30 to 34 years,Persons,216520.0
16311,2019-01-01,"Vancouver, British Columbia",Both sexes,35 to 39 years,Persons,201442.0
16312,2019-01-01,"Vancouver, British Columbia",Both sexes,40 to 44 years,Persons,178536.0
16313,2019-01-01,"Vancouver, British Columbia",Both sexes,45 to 49 years,Persons,186034.0
16314,2019-01-01,"Vancouver, British Columbia",Both sexes,50 to 54 years,Persons,190481.0
16315,2019-01-01,"Vancouver, British Columbia",Both sexes,55 to 59 years,Persons,193406.0
16316,2019-01-01,"Vancouver, British Columbia",Both sexes,60 to 64 years,Persons,169776.0
16317,2019-01-01,"Vancouver, British Columbia",Both sexes,65 to 69 years,Persons,139890.0
16318,2019-01-01,"Vancouver, British Columbia",Both sexes,70 to 74 years,Persons,110726.0
16319,2019-01-01,"Vancouver, British Columbia",Both sexes,75 to 79 years,Persons,74253.0
16596,2020-01-01,"Montréal, Quebec",Both sexes,20 to 24 years,Persons,279147.0
16597,2020-01-01,"Montréal, Quebec",Both sexes,25 to 29 years,Persons,314389.0
16598,2020-01-01,"Montréal, Quebec",Both sexes,30 to 34 years,Persons,303381.0
16599,2020-01-01,"Montréal, Quebec",Both sexes,35 to 39 years,Persons,316331.0
16600,2020-01-01,"Montréal, Quebec",Both sexes,40 to 44 years,Persons,314684.0
16601,2020-01-01,"Montréal, Quebec",Both sexes,45 to 49 years,Persons,288140.0
16602,2020-01-01,"Montréal, Quebec",Both sexes,50 to 54 years,Persons,286052.0
16603,2020-01-01,"Montréal, Quebec",Both sexes,55 to 59 years,Persons,302101.0
16604,2020-01-01,"Montréal, Quebec",Both sexes,60 to 64 years,Persons,272770.0
16605,2020-01-01,"Montréal, Quebec",Both sexes,65 to 69 years,Persons,224883.0
16606,2020-01-01,"Montréal, Quebec",Both sexes,70 to 74 years,Persons,189337.0
16607,2020-01-01,"Montréal, Quebec",Both sexes,75 to 79 years,Persons,138774.0
16668,2020-01-01,"Toronto, Ontario",Both sexes,20 to 24 years,Persons,484662.0
16669,2020-01-01,"Toronto, Ontario",Both sexes,25 to 29 years,Persons,521836.0
16670,2020-01-01,"Toronto, Ontario",Both sexes,30 to 34 years,Persons,519153.0
16671,2020-01-01,"Toronto, Ontario",Both sexes,35 to 39 years,Persons,482228.0
16672,2020-01-01,"Toronto, Ontario",Both sexes,40 to 44 years,Persons,436189.0
16673,2020-01-01,"Toronto, Ontario",Both sexes,45 to 49 years,Persons,435492.0
16674,2020-01-01,"Toronto, Ontario",Both sexes,50 to 54 years,Persons,443144.0
16675,2020-01-01,"Toronto, Ontario",Both sexes,55 to 59 years,Persons,450367.0
16676,2020-01-01,"Toronto, Ontario",Both sexes,60 to 64 years,Persons,382693.0
16677,2020-01-01,"Toronto, Ontario",Both sexes,65 to 69 years,Persons,307292.0
16678,2020-01-01,"Toronto, Ontario",Both sexes,70 to 74 years,Persons,254910.0
16679,2020-01-01,"Toronto, Ontario",Both sexes,75 to 79 years,Persons,174394.0
17064,2020-01-01,"Calgary, Alberta",Both sexes,20 to 24 years,Persons,94688.0
17065,2020-01-01,"Calgary, Alberta",Both sexes,25 to 29 years,Persons,110314.0
17066,2020-01-01,"Calgary, Alberta",Both sexes,30 to 34 years,Persons,130926.0
17067,2020-01-01,"Calgary, Alberta",Both sexes,35 to 39 years,Persons,134639.0
17068,2020-01-01,"Calgary, Alberta",Both sexes,40 to 44 years,Persons,120244.0
17069,2020-01-01,"Calgary, Alberta",Both sexes,45 to 49 years,Persons,109268.0
17070,2020-01-01,"Calgary, Alberta",Both sexes,50 to 54 years,Persons,96709.0
17071,2020-01-01,"Calgary, Alberta",Both sexes,55 to 59 years,Persons,97221.0
17072,2020-01-01,"Calgary, Alberta",Both sexes,60 to 64 years,Persons,89346.0
17073,2020-01-01,"Calgary, Alberta",Both sexes,65 to 69 years,Persons,68899.0
17074,2020-01-01,"Calgary, Alberta",Both sexes,70 to 74 years,Persons,51016.0
17075,2020-01-01,"Calgary, Alberta",Both sexes,75 to 79 years,Persons,31951.0
17100,2020-01-01,"Edmonton, Alberta",Both sexes,20 to 24 years,Persons,96371.0
17101,2020-01-01,"Edmonton, Alberta",Both sexes,25 to 29 years,Persons,115510.0
17102,2020-01-01,"Edmonton, Alberta",Both sexes,30 to 34 years,Persons,126109.0
17103,2020-01-01,"Edmonton, Alberta",Both sexes,35 to 39 years,Persons,122425.0
17104,2020-01-01,"Edmonton, Alberta",Both sexes,40 to 44 years,Persons,106491.0
17105,2020-01-01,"Edmonton, Alberta",Both sexes,45 to 49 years,Persons,92756.0
17106,2020-01-01,"Edmonton, Alberta",Both sexes,50 to 54 years,Persons,85943.0
17107,2020-01-01,"Edmonton, Alberta",Both sexes,55 to 59 years,Persons,91922.0
17108,2020-01-01,"Edmonton, Alberta",Both sexes,60 to 64 years,Persons,84868.0
17109,2020-01-01,"Edmonton, Alberta",Both sexes,65 to 69 years,Persons,68164.0
17110,2020-01-01,"Edmonton, Alberta",Both sexes,70 to 74 years,Persons,51082.0
17111,2020-01-01,"Edmonton, Alberta",Both sexes,75 to 79 years,Persons,33383.0
17172,2020-01-01,"Vancouver, British Columbia",Both sexes,20 to 24 years,Persons,200810.0
17173,2020-01-01,"Vancouver, British Columbia",Both sexes,25 to 29 years,Persons,215395.0
17174,2020-01-01,"Vancouver, British Columbia",Both sexes,30 to 34 years,Persons,223069.0
17175,2020-01-01,"Vancouver, British Columbia",Both sexes,35 to 39 years,Persons,208461.0
17176,2020-01-01,"Vancouver, British Columbia",Both sexes,40 to 44 years,Persons,182942.0
17177,2020-01-01,"Vancouver, British Columbia",Both sexes,45 to 49 years,Persons,182320.0
17178,2020-01-01,"Vancouver, British Columbia",Both sexes,50 to 54 years,Persons,189883.0
17179,2020-01-01,"Vancouver, British Columbia",Both sexes,55 to 59 years,Persons,194067.0
17180,2020-01-01,"Vancouver, British Columbia",Both sexes,60 to 64 years,Persons,173014.0
17181,2020-01-01,"Vancouver, British Columbia",Both sexes,65 to 69 years,Persons,144200.0
17182,2020-01-01,"Vancouver, British Columbia",Both sexes,70 to 74 years,Persons,117960.0
17183,2020-01-01,"Vancouver, British Columbia",Both sexes,75 to 79 years,Persons,77373.0
17460,2021-01-01,"Montréal, Quebec",Both sexes,20 to 24 years,Persons,269446.0
17461,2021-01-01,"Montréal, Quebec",Both sexes,25 to 29 years,Persons,305497.0
17462,2021-01-01,"Montréal, Quebec",Both sexes,30 to 34 years,Persons,302900.0
17463,2021-01-01,"Montréal, Quebec",Both sexes,35 to 39 years,Persons,308255.0
17464,2021-01-01,"Montréal, Quebec",Both sexes,40 to 44 years,Persons,315860.0
17465,2021-01-01,"Montréal, Quebec",Both sexes,45 to 49 years,Persons,288662.0
17466,2021-01-01,"Montréal, Quebec",Both sexes,50 to 54 years,Persons,281512.0
17467,2021-01-01,"Montréal, Quebec",Both sexes,55 to 59 years,Persons,296331.0
17468,2021-01-01,"Montréal, Quebec",Both sexes,60 to 64 years,Persons,276340.0
17469,2021-01-01,"Montréal, Quebec",Both sexes,65 to 69 years,Persons,229150.0
17470,2021-01-01,"Montréal, Quebec",Both sexes,70 to 74 years,Persons,193351.0
17471,2021-01-01,"Montréal, Quebec",Both sexes,75 to 79 years,Persons,145099.0
17532,2021-01-01,"Toronto, Ontario",Both sexes,20 to 24 years,Persons,481601.0
17533,2021-01-01,"Toronto, Ontario",Both sexes,25 to 29 years,Persons,519882.0
17534,2021-01-01,"Toronto, Ontario",Both sexes,30 to 34 years,Persons,525072.0
17535,2021-01-01,"Toronto, Ontario",Both sexes,35 to 39 years,Persons,487926.0
17536,2021-01-01,"Toronto, Ontario",Both sexes,40 to 44 years,Persons,438945.0
17537,2021-01-01,"Toronto, Ontario",Both sexes,45 to 49 years,Persons,429214.0
17538,2021-01-01,"Toronto, Ontario",Both sexes,50 to 54 years,Persons,439014.0
17539,2021-01-01,"Toronto, Ontario",Both sexes,55 to 59 years,Persons,448762.0
17540,2021-01-01,"Toronto, Ontario",Both sexes,60 to 64 years,Persons,391435.0
17541,2021-01-01,"Toronto, Ontario",Both sexes,65 to 69 years,Persons,316380.0
17542,2021-01-01,"Toronto, Ontario",Both sexes,70 to 74 years,Persons,263539.0
17543,2021-01-01,"Toronto, Ontario",Both sexes,75 to 79 years,Persons,182738.0
17928,2021-01-01,"Calgary, Alberta",Both sexes,20 to 24 years,Persons,94598.0
17929,2021-01-01,"Calgary, Alberta",Both sexes,25 to 29 years,Persons,107418.0
17930,2021-01-01,"Calgary, Alberta",Both sexes,30 to 34 years,Persons,129290.0
17931,2021-01-01,"Calgary, Alberta",Both sexes,35 to 39 years,Persons,136404.0
17932,2021-01-01,"Calgary, Alberta",Both sexes,40 to 44 years,Persons,123718.0
17933,2021-01-01,"Calgary, Alberta",Both sexes,45 to 49 years,Persons,110517.0
17934,2021-01-01,"Calgary, Alberta",Both sexes,50 to 54 years,Persons,99127.0
17935,2021-01-01,"Calgary, Alberta",Both sexes,55 to 59 years,Persons,96058.0
17936,2021-01-01,"Calgary, Alberta",Both sexes,60 to 64 years,Persons,91003.0
17937,2021-01-01,"Calgary, Alberta",Both sexes,65 to 69 years,Persons,73131.0
17938,2021-01-01,"Calgary, Alberta",Both sexes,70 to 74 years,Persons,54169.0
17939,2021-01-01,"Calgary, Alberta",Both sexes,75 to 79 years,Persons,34084.0
17964,2021-01-01,"Edmonton, Alberta",Both sexes,20 to 24 years,Persons,94541.0
17965,2021-01-01,"Edmonton, Alberta",Both sexes,25 to 29 years,Persons,112489.0
17966,2021-01-01,"Edmonton, Alberta",Both sexes,30 to 34 years,Persons,125552.0
17967,2021-01-01,"Edmonton, Alberta",Both sexes,35 to 39 years,Persons,125187.0
17968,2021-01-01,"Edmonton, Alberta",Both sexes,40 to 44 years,Persons,109629.0
17969,2021-01-01,"Edmonton, Alberta",Both sexes,45 to 49 years,Persons,94717.0
17970,2021-01-01,"Edmonton, Alberta",Both sexes,50 to 54 years,Persons,86751.0
17971,2021-01-01,"Edmonton, Alberta",Both sexes,55 to 59 years,Persons,90192.0
17972,2021-01-01,"Edmonton, Alberta",Both sexes,60 to 64 years,Persons,86502.0
17973,2021-01-01,"Edmonton, Alberta",Both sexes,65 to 69 years,Persons,71685.0
17974,2021-01-01,"Edmonton, Alberta",Both sexes,70 to 74 years,Persons,53961.0
17975,2021-01-01,"Edmonton, Alberta",Both sexes,75 to 79 years,Persons,35067.0
18036,2021-01-01,"Vancouver, British Columbia",Both sexes,20 to 24 years,Persons,199149.0
18037,2021-01-01,"Vancouver, British Columbia",Both sexes,25 to 29 years,Persons,215508.0
18038,2021-01-01,"Vancouver, British Columbia",Both sexes,30 to 34 years,Persons,227293.0
18039,2021-01-01,"Vancouver, British Columbia",Both sexes,35 to 39 years,Persons,215140.0
18040,2021-01-01,"Vancouver, British Columbia",Both sexes,40 to 44 years,Persons,188501.0
